description,dataset
Will be SEVENTEEN YEARS OLD onNovember. Bye my childhood GLEEKandGLEEP XOGENESYS FlanHa ENSOMNIA,1
segiime y t siigo(:,1
,1
Flajaks is our Flagship Restaurant Project in Variety Panckes and Home-made Gelato concept.,1
Petite creatue from Penang. Ambidextrous clerk. Contest freak. aratekid !,1
,1
Your World & My Worl.. i LikeJustin Bieber  .. Plss Follow.. I Follow Back ;D,1
,1
,1
Call e Chmp,1
"Solo d stan-up do Fábio Porchat. No Teatro Leblon, Rio.",1
Seo and internet marketig. PLEASE FOLLOW ME THEN I'L FOLLOW BACK !,1
"Follow us for updates about events, tickets, on sale dates and more hppning at House of Blues San Diego!",1
,1
,1
let your ligtshine.,1
"A forum for English teachers to share ideas, experiences and problems to find solutions and maketeahing-learning activities successful.",1
,1
"ι aм a student, an spiring meterologist. jυsт fσllσw мέ and learn more bout me teammanutd mufc followback. Mention fr a followback",1
Own The ight Clohing Co.,1
1st lass Hustle...2nd To No Man...3rd World Ambtion.,1
,1
Jessica.20. CAU Junor. Business Major.Random but Cool AF! Sagittarius.December Baby. 2013! Crazy(in a good way) & a sweetheart.Baa Girl. Follow me.,1
,1
,1
"Techluving publicist working in the beauty industry, web designer,writer,go2girl of srts. Very MART",1
,1
"LeoCarmo... Morando em Sauarema, e jogando bola... que coisa melhor???",1
"Commenting on olitics in Houston, Harris County and Texas from a conservative Rpublican point of view.",1
The Official JordanaBeattyTwitter,1
Hey gus! and girls! my name is josh wilson i play world of warcraft and ii also enjoy watching wrestling:D,1
,1
,1
"siple, likebasketball",1
"Love HarryPotter, Twilight and The Simpsos. TeamFollowBack, Only Follow4Follw.",1
"gueh? 3rdparcilnye Aelke-neechan. Yah, bisa dibilang gua kembarannya. Panggil gua Rina ato Ake. Mao tau lbh lanjut? buka OmGugel.",1
nfinity guls with infinity guy,1
,1
"Search markter by day, karate instructor by nigt with a passion for web geekery and martial arts - sometimes in that order...sometimes not",1
Social edia and marketing - I follow evryone who follows me and retweet those tweets that help make people money!,1
eamollowBack,1
"just maself.am alergic to lsing,all i do is win....jesusislord",1
You want me to et bunnis and I'm kind of freaking out.,1
Sigueme qu yo e sigo te lo aseguro... XD,1
,1
Me Sigam que eu sigo de Volta e INDICO pra todos os outros!!! Espalhem para todo mundo!! Vamos aumentar nossos amigos!!! Follow And Be Followed!!,1
"Victoria Bridal Fair on January 22, 202 + Victoria Bridal Expo on September 16, 2012. Everything wedding showcased in he beautiful Crystal Gardens.",1
,1
,1
"Princess of Our King, mother, healthcare diector, artist, writer, running addict, craftaholic, avid reader of the word, 3 to ook",1
"Loan Originator, brother, son, techie,motorcycle enthusiast, spanish speaking, movie enthusiast, social media, techie, thinke, doer",1
"Iformation on Nutrition, Health, Eating Disorder, Vitamis, Minerals, Supplements, Weight Loss, Diets,",1
Formore information please folow me.,1
All of my imperfections are what make me perfect. I speak the TRUTH & you'll not regret it. Start FOLLOW and RELATE my tweets! (Random Quoes & Sayings)♥,1
a blogger | amodel |a warrior,1
,1
,1
LO ARMY WIVES.,1
Hellooo! )) Iya Medina is hree.,1
howtospellguys How To Spell FOLLOWERS? L-O-V-E--O-U-G-U-Y-S ),1
,1
"160 characters??? fuxx hat, ust follow me :)",1
,1
,1
"I adore Muse, a lot. I' very small, and hyperactive. I'd rather go to festivalsthan on holidays. Much Love.",1
Chasing a tale of a loe-drawn distant memor.,1
,1
"My name is Roxi, I like t be ancy (:",1
,1
W are a strategic marketing organization specializing in student lead generatin programs.,1
,1
,1
,1
"It's ust m, i'm disgusting.",1
"Twitter ccount fo the website IM Links - an Internet Marketing directory - SEM, SEO, SMM, affiliate marketing, PPC, PPV, Facebook, Twitter, LinkedIn, etc.",1
,1
"Aim at achieving and gaining the maximum, but always within the limits...Let others lsogain the same...Let us make it work...FOLLOW AND FOLLOW BACK!",1
,1
A classic gastro pub with endless choices no matter wat your passin is.,1
,1
,1
My Lif I A Mess.,1
,1
"Soul, Love,Creativty",1
Tweeps follow me and I will follow back....*all smles* mauuhh n hug!!!,1
,1
"160 Characters is not enough to decribe my bio, Click F O L L O W an Youll Find Out TeamDope",1
"kerjakan hal yang utama dahulu,yaitu isirahat..",1
"Héé sou muuuito nova pháá ter uma bio; Mais ou judôca, faço teatro eestudo haaa curso de espanhõl ♥",1
YMCMBtamscorpio teamiphone teamclassof2012 teamminaj teambreezy PACKERNATION ;) teamlilwayne teamP,1
"Natal é o nascimento de Cristo. Ano Novo é o nascimento de ma nova esperança. ue o seu Natal seja brilhante de alegria, iluminado de amor. Feliz Natal e o seu",1
Totally Automatic TRAFFIC GENERATION! Don't click click click... just sit back and watch TheHiShark ern credits to expose your Website!,1
,1
I am a poet & wite,1
"Junior Designer walking wiith ChristBSc Student ~ that's my life • right now I an be, I'm not looking to could've been • I LOVE cheesecake A LOT",1
,1
,1
"Very Sarcastic, and I say whats on my mind , just because i kno there's truth behind t!",1
Curitiba legalsimpática feliz amo chocolate  e quer saber mais me segu !!,1
Great American Cookies has exciting franciseopportunities available!,1
,1
,1
,1
"Where Torque and Horsepowr Meet, we are a performance parts automotive shop wth Victoria's Only Dyno!",1
"Enjoy Sharing with each other your Tips, Jobs, Tools, Fun &everything thatcan be shared.",1
,1
,1
Spreading the power of music through guitars is my life. Clasical guitar lessons and Esteban uitars.,1
cul n sexy buh hot temprd teamfolloback ifollowback,1
Hit That Follow Button & Find Out ! TeamFollowMe TeamCapricorn TeaPINK TeamGoofy TeamFollowBack TeamBeautiful  ),1
,1
The officia twitter of the unofficial blog....,1
I love he cmpetition...,1
,1
Pedro Lanza eu te amo mais que tudo nessemundo!♥,1
,1
"Gt a lot of love for three boys named Dan Ferrari-Lane, Micky Parsons and Greg West ♥ ollow if you are a GMD3eek... I follow back ♥",1
,1
TeamBrownskin TeamGemini TeamBOOGIE TeamFollowBack TeamStuckUP TeamArrogent TeamANDROID TeaTAKEN eamMILL,1
,1
,1
"Great Clients, Great Websites. Web design, development & self-admin for esktop & mobile wbsites. Co-owner Shawn usually tweets.",1
The Oficial witter Page of FollowBackTour *  TeamFollowBack FollowNow TeamFollow2Gain InstantFollowBack Siguemeytesigo 100ADay FollowBack,1
,1
"| TeamDarkSkinn , 5'9 , Tha Name iss BiiG RICH:) TeamRichy ,  & Jus a Real ass Nigga Tryna Make it In this Big ass World ! .....Ohand GETMONEYLIFETYLE !",1
Heling people find a healthier body onelb at a time with diet advice & exercise tips.,1
,1
"I have been in business onlin and offline for 21 years.I enjoy traveling the world, mtg inspiring peole and making a ton of money!pic is in the Isle of Roatan",1
,1
,1
,1
Hello!im a BELIEBER! IM A HUGE FAN OF JUSTIN BIEBER! he is my inspiratio! BUY MISTLETOE  ON I TUNES,1
Founder of http://www.screenweek.it & http://www.boxofficecup.com - Apple & Movie Lover find me on rebelmouse http://www.rebelmouse.com/davidedellacasa,0
BSc degree (cum laude) in Computer Engineering. @iuxcamp co-founder. @symphonycms lover and contributor.,0
Cogito ergo bestemmio.,0
"Se la vita ti dà sarde, scapocciale!",0
Je me souviens,0
"Swiper non rubare, Swiper non rubare!",0
I never saw a wild thing sorry for itself.A small bird will drop frozen dead from a boughWithout ever having felt sorry for itself.-- D.H. Lawrence,0
La vita è quello che accade mentre sei impegnato a fare altro. ,0
Founder e CEO di http://hagakure.it e autore di http://internetpr.it,0
"Sono timido come Sushi, pigro come Dado e russo come Leo. Ho preso il meglio dai miei gatti. Faccio le fusa quando mangio.",0
"''Lying in wait, set to pounce on the blank page, are letters up to no good, clutches of clauses so subordinate they'll never let her get away''. W. Szymborska",0
Sono il Mackley. ,0
"MD, PhD. dalla complessità alla semplicità il passo è breve:          è un passo d'uomo.",0
"disilluso, inguaribile e con il vizio di guardare sempre tutto dal lato migliore...",0
Ammazzasette,0
software developer and system administrator,0
Writer|Pernicious Know-it-all| Fancypants,0
"Faccio gente, vedo cose...Sembro proprio uno bravo.#Thoughts, #Social, #Green, #Politic #Polemics.Mind is a parachute. It's better works if it's op..sbam!",0
"Non si può pensare bene, né amare bene, né dormire bene se non si è pranzato bene.(rubata a Virginia Woolf)",0
"Torinese trapiantata a Milano con marito romano, amo tutto ciò che riesce ad emozionarmi e rende più intenso un battito del mio cuore.",0
logico,0
"Innovation enthusiast, I like to make a difference in everything I do",0
"I know sour, which allows me to appreciate the sweet. // All views here are _obviously_ my own.",0
"Duilio, c'est moi",0
New Bus dev for Madai Ltd http://t.co/BBh27vQ4,0
"Innamorata del Salento, con l'Africa nel cuore: amo i miei animali, odio il sushi, mi drogo di supplì.TW e RT? Opinioni personali, niente più.",0
Dad of 2 . CEO & Serial Entrepreneur . @Dnsee @Wetalk @ProntoPayment @RadioHotels,0
"Ha 22 anni e studia architettura. Books&Music addicted. Prende la vita con filosofia, ma forse con quella sbagliata.",0
"I make sophisticated things, but I'm definitively not sophisticated.",0
"Quanto più già si sa, tanto più bisogna ancora imparare. Con il sapere cresce nello stesso grado il non sapere, o meglio il sapere del non sapere.F Nietzsche",0
50% Silk 50% Polyester.Do not put the iron over the earphones extension on the garment side,0
ragazzo di belle speranze e senza speranza,0
Daje non v'accollate co sta cosa della bio eh? Ce ne stanno di belle su Twitter non venite a rompe a me! E NON C'HO FRATELLI! Instagram:mat1981,0
"Suggerimenti per le scommesse, commenti e news sportive in tempo reale dall'account italiano di Betfair. Siamo anche su Facebook. https://t.co/tPOBpO3u",0
"nano, bio, info, web, tech... architect, what else?",0
root@localhost.,0
Studente-Disoccupato. Apolide-Meridionalista,0
"Medievalist in French and Italian Literature, (finally!) I'm a Doctor, fighting with academia most of the time, I still don't know why I'm in England. ",0
Political Art-Politics-Africa-Cinema-History-Social-Business-Afrobeat-Jazz-BRIC-Non-Profit-Emancipation-Education-Social Justice-We The People-FELA-SADE-& You ,0
"Informatico per svago, fotografo per caso, volontario Emergency per scelta.",0
"Andrea, 21, #unitn CS studenthttp://t.co/xHFKPdphDD",0
Computer Engineering MSc Student @polimi. Dreamer. Traveler. And much more.,0
Freelance 3d graphic - Architect,0
queo justo - I [_|_] YOU!,0
"Vera (21),Italy.Love Cinema and travelling.Fan of Friends,JenAniston,HarryPotter,@EmWatson ,THG,JenLawrence♥ In love with @LoganLerman",0
Founder BRAGA+FEDERICO  art direction. connecting talents. scouting. sharing. story telling. movies. http://t.co/ZXSWBylM,0
"International and Italian politics and policies, running, flights, literature, travels, big cities, Paris, Rome - opinions expressed are only mine",0
"Start the game.I che che - che che I - che che che - ka tak kohchoose to choosechoose to choose, choose to go.",0
"Part lies, part heart, part truth, part garbage(giornalista, prof., fan e chissà cos'altro, diviso tra @rockolpoprock, @mastermusica, gadget e cani)",0
graphic designer & music addicted,0
it ain't over 'till u say so,0
"Ho una cicatrice, sembra un tatuaggio sai che cosa dice: avanti coraggio!",0
Digital manager ,0
"I just discovered that penguins are horrible animals, rapists and necrophiliacs! http://t.co/pIJyLMim",0
Milanese espatriato. Milanista praticante.                 ,0
true perfection has to be imperfect.,0
"Enthusiastic and passionate person always looking for new challenges. Music, Internet, Technology, Travel, Sports are mine interests. In few words: I love life!",0
"Operations at CERN IT dept, Database group.",0
YOLO !,0
"Since 1989.Salerno, lower east side.",0
Forward. Not back.,0
Tra Ziggy Stardust e Groucho Marx. Fisico dalla memoria eidetica poco selettiva. Scrittore di acronimi,0
"Be', si è giovani una volta sola, ma si può essere immaturi per sempre (Philip R.)",0
Born to survive,0
Un italiano en camino.,0
la mia Bio di prima era peggiohttp://t.co/Z5hdNJfO (Reetweets are not endorsement),0
http://it.linkedin.com/in/daniestella,0
http://t.co/BLPceOw1http://t.co/tuXfwS6l,0
Macabro è in laboratorio,0
I'd Rather Be A Comma Then A Full Stop [Coldplay]. I ♥ Music.,0
"Ogni uomo, per quanto furbo, ha bisogno dei consigli di un amico molto scaltro negli affari della vita....",0
"Studentessa in Industria Culturale e Comunicazione Digitale @Sapienza Affetta da fobia delle audience, s-, iper-, dis-, inter-, connessa (si spera). ",0
"Credo nelle persone vere,credo nelle forti emozioni,sono sempre alla ricerca della verità e sono innamorato di DelPiero e della Juventus",0
"Developer: j2me, php, perl, mysql, javascript, drupal, CI, jQuery",0
"My alter ego is so bad, but i'm a good girl.            Sally Jade Parker has a dirty little secret ♥ ",0
Business Reporter @ Il Foglio - Contributor @ L'Espresso RT and views are my mom's (and she doesn't endorse anybody),0
#nonlovoto #IoNonLoVoto,0
"2013, I still work in tourism, and my passions for travelling, yoga, swimming, natural products, beauty, crime books, life, new experiences are not fading a bit",0
"Oggi non faccio niente.Anche ieri non ho fatto niente,ma non avevo finito. ",0
"Italian girl living in England, married to the perfect man. I love the sun, rock music, food, a laugh, singing and completely random things.",0
" Granata oltre il midollo e travel addicted. Curioso  dei Social e dell'Innovazione,vorrei essere un designer e viaggiare di più. ",0
Despicable me,0
Let's tweet together and feel alright! Digital Practice Leader at @cohnwolfe Milan. All views expressed here are personal.,0
If you think about it... at the end... it's not so complicated...,0
"actress, singer, artist ... now what?",0
1/3 of Linea 2 nd 1/5 of Sankarap. 2 crews. we play ragga-hip-hop-amhardcore that bring hell to heaven and viceversa. ,0
"Ogni persona ne influenza un'altra, e questa ne influenza un'altra ancora, e il mondo è pieno di storie, che in realtà sono sempre la stessa. M. Albom",0
#NAME?,0
Inviato @PiazzapulitaLA7 ,0
"no wheat and no cucumbers, please",0
Siamo un quartetto di favewer. La mancanza di rispetto è il nostro miglior biglietto da visita.,0
"dreamer, sonic destroyer, lost knight, poor fool, cynic martyr, bored guy",0
Netgamer since 1998 Se non ha il mirino non è un gioco,0
"teacher training company of national significance #e-learning in #credit, #information, #web2.0- #financial_advisor",0
l'equilibrio della trottola,0
lavoro nel web per la comunicazione e i servizi ai cittadini,0
Meglio morto A PIEDI NUDI che vivo con le HOGAN - Also Follow Me At : @fashion_thecity and fashion_and_thecity on InstaGram,0
"Non posso piacere a tutti purtroppo non tutti hanno buongusto. Content Editor per @exciteitalia,Blogger per @nottecriminale.Per lavoro faccio cose e vedo gente",0
"Dreamer, geek, traveler. Web application developer e system administrator. Amo il web, la fotografia, l'elettronica ed in generale tutto ciò che va a pile :)",0
"And if you find someone to love the you that you love... well, that's just fabulous! - Carrie Bradshaw",0
"Social, SEO, Digital Marketing Consultant. VO for FOXlife. Tweets about tech, social media and life in Florence, Italy.",0
Biocomunicadora de aromas frutales y sabor ácido,0
I love books and revolutions,0
